Player,Nation,Team,Position,Age,Matches played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,Expected Goals,Expedted Assist Goals,Progressive Carries in Progression,Progressive Passes in Progression,Progressive Passes Received in Progression,Goals Scored per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists Goals per 90 minutes,Goals Against per 90 minutes,Save Percentage,Clean Sheets Percentage,Penalty Save Percentage,Percentage of shots that are on target,Shots on target per 90 minutes,Goals per shot,Average Shot Distance,Passes Completed,Pass Completion Percentage,Total Passing Distance,Passes Completion Percentage (Short),Passes Completion Percentage (Medium),Passes Completion Percentage (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes in Expected,Shot-Creating Actions,Shot-Creating Actions per 90 minutes,Goal-Creating Actions,Goal-Creating Actions per 90 minutes,Tackles,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocks,Shots Blocked,Passes Blocked,Interceptions,Touches,Touches(Defensive Penalty Area),Touches(Defensive Third),Touches(Mid Third),Touches(Attacking Third),Touches(Attacking Penalty Area),Take-Ons Attempted(Take-Ons),Percentage of Take-Ons Completed Successfully,Tackled During Take-Ons Percentage,Carries,Progressive Carrying Distance,Progressive Carries in Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received in Receiving,Fouls Committed,Fouls Drawn,Offsides,Crosses,Ball Recoveries,Aerials Won,Aerials Lost,Aerials Won Percentage
Jonny Evans,NIR,Manchester Utd,DF,37-119,6,3,290,0,0,1,0,0.1,0.0,1,8,2,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.4,174,88.8,2809,94.3,90.0,50.0,0,9,1,0,8,2,0.62,0,0.00,7,5,4,2,2,1,1,4,223,30,125,91,11,2,1,100.0,0.0,128,183,1,0,0,1,0,137,2,5,6,0,0,15,8,3,72.7
Jordan Ayew,GHA,Leicester City,"FW,MF",33-233,26,15,"1,356",4,0,5,0,2.9,0.8,42,33,75,0.27,0.00,0.19,0.06,N/a,N/a,N/a,N/a,26.9,0.46,0.12,18.4,334,72.5,4951,86.3,73.1,39.2,13,21,12,7,33,32,2.12,1,0.07,24,13,19,13,15,0,15,12,677,18,91,341,267,49,56,39.3,50.0,410,1261,42,30,9,51,32,454,75,28,45,5,52,84,33,54,37.9
Jordan Pickford,ENG,Everton,GK,31-056,34,34,"3,060",0,1,7,0,0.0,0.4,0,0,0,0.00,0.03,0.00,0.01,1.21,71.5,29.4,100.0,N/a,0.00,N/a,N/a,939,66.2,29916,99.3,98.3,46.5,2,66,8,0,0,12,0.35,2,0.06,1,0,2,1,0,0,0,1,1518,989,1451,68,0,0,0,N/a,N/a,861,3099,0,0,0,2,0,756,0,0,6,0,0,31,4,1,80.0
Jorge Cuenca,ESP,Fulham,DF,25-166,6,3,259,0,0,0,0,0.0,0.0,0,9,0,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,13.1,102,83.6,1768,89.5,88.2,42.9,0,7,0,0,9,1,0.35,0,0.00,2,2,5,3,3,3,0,2,152,23,88,59,6,1,2,100.0,0.0,65,116,0,1,0,1,0,92,0,2,2,0,1,9,6,3,66.7
Jorginho,ITA,Arsenal,MF,33-133,14,9,703,0,0,5,0,0.1,0.4,12,48,6,0.00,0.00,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.2,410,86.7,6450,91.5,88.4,58.3,3,44,10,0,48,12,1.55,0,0.00,12,4,20,12,3,0,3,7,519,9,92,303,130,3,4,25.0,50.0,302,874,12,13,0,10,9,388,6,15,17,0,1,54,1,6,14.3
Joshua Acheampong,ENG,Chelsea,DF,18-362,4,2,170,0,0,1,0,0.2,0.0,0,8,0,0.00,0.00,0.12,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.9,104,83.9,2025,90.6,92.6,55.0,0,6,0,0,8,2,1.06,0,0.00,2,1,2,0,1,0,1,1,137,7,48,81,8,3,2,50.0,0.0,106,409,0,2,0,2,0,111,0,0,1,0,0,7,1,6,14.3
Joshua Zirkzee,NED,Manchester Utd,"FW,MF",23-345,32,14,"1,402",3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.10,N/a,N/a,N/a,N/a,39.3,0.71,0.11,13.1,292,71.2,3600,78.1,74.4,50.0,12,26,6,0,44,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,523,14,21,4,41,30,418,69,9,13,3,4,57,21,54,28.0
José Sá,POR,Wolves,GK,32-105,26,26,"2,340",0,0,2,0,0.0,0.1,0,2,0,0.00,0.00,0.00,0.01,1.69,62.3,26.9,33.3,N/a,0.00,N/a,N/a,516,63.5,13520,99.0,97.3,30.4,2,17,1,0,2,4,0.15,0,0.00,2,2,2,0,0,0,0,0,870,690,862,9,0,0,7,100.0,0.0,537,2083,0,0,0,1,0,426,0,4,8,0,0,29,8,0,100.0
Jota Silva,POR,Nott'ham Forest,"FW,MF",25-274,28,5,844,3,1,5,0,2.1,2.9,20,19,58,0.32,0.11,0.22,0.31,N/a,N/a,N/a,N/a,31.8,0.75,0.14,14.5,116,60.7,1677,77.4,60.3,38.9,14,5,9,3,19,29,3.09,3,0.32,25,13,25,20,9,1,8,12,346,19,82,97,178,45,32,31.3,43.8,171,606,20,12,8,24,12,198,58,24,23,8,21,42,21,27,43.8
João Félix,POR,Chelsea,"FW,MF",25-173,12,3,369,1,1,2,0,2.2,1.0,21,26,30,0.24,0.24,0.54,0.23,N/a,N/a,N/a,N/a,25.0,1.22,0.05,15.9,171,85.9,2588,90.5,91.2,66.7,6,22,8,0,26,18,4.38,3,0.73,8,3,9,4,2,0,2,3,272,2,26,128,125,30,31,32.3,45.2,193,712,21,13,5,6,4,218,30,6,17,1,0,22,4,5,44.4
João Gomes,BRA,Wolves,MF,24-079,32,32,"2,691",3,1,10,1,2.7,1.1,53,146,66,0.10,0.03,0.09,0.04,N/a,N/a,N/a,N/a,21.2,0.23,0.09,18.1,1233,85.0,17654,90.9,85.8,61.0,21,106,22,1,146,61,2.04,3,0.10,99,58,97,59,39,3,36,25,1789,55,380,987,448,41,56,46.4,42.9,935,2578,53,50,6,36,49,1200,66,65,39,1,27,174,9,24,27.3
João Pedro,BRA,Brighton,"FW,MF",23-218,27,23,"1,948",10,6,4,1,8.9,5.0,66,78,128,0.46,0.28,0.41,0.23,N/a,N/a,N/a,N/a,35.7,0.69,0.12,17.2,482,72.9,6847,78.7,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,26,46,2,22,59,41,43,48.8
Joël Veltman,NED,Brighton,DF,33-107,19,19,"1,643",0,0,4,0,0.5,0.5,29,79,32,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,16.7,0.05,0.00,19.7,716,80.0,12082,89.8,80.6,63.3,6,61,8,5,79,22,1.21,1,0.05,42,28,51,21,22,7,15,18,1097,64,327,540,240,10,15,26.7,33.3,524,1414,29,22,3,19,7,598,32,26,42,0,23,67,21,18,53.8
Joško Gvardiol,CRO,Manchester City,DF,23-099,33,32,"2,917",5,0,2,0,4.4,2.0,78,240,96,0.15,0.00,0.13,0.06,N/a,N/a,N/a,N/a,29.7,0.34,0.14,13.0,2240,90.9,36418,94.3,93.1,67.9,25,225,19,1,240,69,2.13,7,0.22,51,34,37,18,39,19,20,36,2808,141,703,1412,716,85,40,57.5,35.0,1826,5505,78,91,13,24,16,2062,96,13,21,2,19,130,48,33,59.3
Julian Araujo,MEX,Bournemouth,DF,23-262,9,5,362,0,0,1,0,0.0,0.0,3,14,18,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,143,79.0,2451,89.5,84.4,40.9,0,15,1,0,14,4,0.99,0,0.00,7,3,10,6,3,0,3,4,216,15,71,105,45,2,0,N/a,N/a,96,195,3,1,0,4,2,114,18,4,1,0,5,26,2,6,25.0
Julio Enciso,PAR,Brighton,"MF,FW",21-099,12,2,294,0,0,0,0,1.0,0.2,11,14,17,0.00,0.00,0.31,0.07,N/a,N/a,N/a,N/a,55.0,3.37,0.00,21.3,99,66.0,1464,81.3,72.5,22.7,5,13,4,1,14,12,3.69,0,0.00,0,0,2,2,2,0,2,0,202,2,17,72,116,20,21,47.6,38.1,114,386,11,10,4,7,9,141,17,3,7,0,20,15,6,5,54.5
Julio Enciso,PAR,Ipswich Town,"FW,MF",21-099,10,9,620,1,3,3,0,1.2,1.2,13,22,30,0.15,0.44,0.17,0.18,N/a,N/a,N/a,N/a,35.0,1.02,0.05,22.7,135,70.3,2153,76.2,76.1,50.0,9,13,7,1,22,21,3.05,3,0.44,11,8,9,5,2,0,2,1,297,3,40,153,114,12,42,50.0,42.9,147,530,13,14,4,15,24,192,30,7,12,0,11,34,7,16,30.4
Jurriën Timber,NED,Arsenal,DF,23-319,30,27,"2,417",1,3,7,0,1.2,0.8,57,146,104,0.04,0.11,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1194,85.6,17327,91.0,86.0,52.9,17,107,17,2,146,52,1.94,9,0.34,58,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,2076,57,27,11,33,24,1052,104,31,29,6,28,94,22,20,52.4
Justin Devenny,NIR,Crystal Palace,MF,21-203,20,4,429,1,0,1,0,0.7,0.4,4,16,12,0.21,0.00,0.14,0.09,N/a,N/a,N/a,N/a,50.0,0.84,0.13,21.2,120,70.6,1883,80.5,69.0,38.1,6,15,4,1,16,11,2.30,0,0.00,14,9,14,7,3,0,3,0,232,7,42,115,80,7,4,50.0,50.0,109,274,4,5,1,16,2,140,12,7,0,1,17,21,2,13,13.3
Justin Kluivert,NED,Bournemouth,"MF,FW",25-362,30,26,"2,097",12,6,8,0,9.9,4.8,72,95,146,0.52,0.26,0.42,0.21,N/a,N/a,N/a,N/a,43.1,0.94,0.12,20.3,516,74.2,7951,83.4,76.1,54.4,45,40,32,6,95,94,4.03,11,0.47,21,9,20,16,24,0,24,13,969,23,93,327,569,115,82,40.2,47.6,576,2092,72,50,34,49,24,631,146,40,29,5,78,71,7,25,21.9
Jáder Durán,COL,Aston Villa,FW,21-140,20,4,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.00,0.69,0.03,N/a,N/a,N/a,N/a,48.4,2.12,0.23,15.6,115,70.6,1558,81.0,68.0,45.5,4,10,1,0,13,18,2.54,1,0.14,8,7,4,3,5,0,5,0,263,13,36,110,122,47,14,21.4,64.3,133,267,7,7,2,16,15,192,44,14,15,5,3,19,19,19,50.0
Jørgen Strand Larsen,NOR,Wolves,FW,25-085,32,29,"2,463",13,2,4,0,10.0,2.4,16,28,106,0.48,0.07,0.37,0.09,N/a,N/a,N/a,N/a,60.4,1.17,0.25,11.4,272,63.1,3547,70.5,63.2,70.0,19,18,4,1,28,40,1.46,5,0.18,9,6,27,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,446,16,13,9,88,32,507,106,46,18,14,6,42,66,96,40.7
Kai Havertz,GER,Arsenal,"FW,MF",25-325,21,21,"1,839",9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,N/a,N/a,N/a,N/a,40.4,1.03,0.17,11.7,401,78.5,4833,84.1,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,36,21,14,11,39,62,73,45.9
Kalvin Phillips,ENG,Ipswich Town,MF,29-151,18,14,"1,214",0,0,6,1,0.4,0.2,4,49,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,20.0,0.15,0.00,24.2,426,79.3,8392,82.9,86.6,62.1,5,48,6,1,49,17,1.26,3,0.22,34,19,38,23,35,6,29,19,722,60,220,388,118,4,12,41.7,50.0,302,541,4,5,0,24,10,383,4,28,19,0,18,68,7,21,25.0
Kamaldeen Sulemana,GHA,Southampton,"FW,MF",23-076,22,13,"1,122",1,1,1,0,1.3,0.7,56,25,72,0.08,0.08,0.11,0.06,N/a,N/a,N/a,N/a,32.0,0.64,0.04,18.5,235,79.1,3417,89.7,81.6,42.3,9,6,11,6,25,27,2.17,3,0.24,16,14,13,5,9,0,9,6,483,13,64,178,259,48,91,36.3,54.9,313,1369,56,34,23,37,22,338,72,18,10,2,24,51,8,20,28.6
Kaoru Mitoma,JPN,Brighton,"FW,MF",27-347,33,28,"2,521",9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.31,0.16,N/a,N/a,N/a,N/a,46.3,0.89,0.17,13.9,701,75.3,9130,86.9,70.5,44.0,35,34,32,8,82,83,2.96,8,0.29,43,26,46,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,3663,138,76,55,49,22,911,277,39,23,5,72,92,24,27,47.1
Kasey McAteer,IRL,Leicester City,"FW,MF",23-161,14,5,529,0,1,2,0,0.6,0.5,14,10,48,0.00,0.17,0.10,0.08,N/a,N/a,N/a,N/a,37.5,0.51,0.00,16.7,126,70.4,1750,84.0,71.4,55.6,6,6,6,2,10,16,2.72,2,0.34,12,9,19,12,12,1,11,3,257,16,49,100,114,19,16,12.5,62.5,157,433,14,9,7,11,7,174,48,14,13,2,14,30,10,15,40.0
Keane Lewis-Potter,ENG,Brentford,"DF,FW",24-069,34,32,"2,759",1,3,6,0,2.6,3.0,92,88,143,0.03,0.10,0.08,0.10,N/a,N/a,N/a,N/a,51.9,0.46,0.04,20.5,868,77.2,14309,89.4,79.4,49.4,22,56,40,14,88,65,2.12,8,0.26,44,26,43,17,24,9,15,19,1429,94,436,549,463,69,95,41.1,49.5,756,2937,92,62,34,42,19,844,143,16,28,4,68,132,26,33,44.1
Kenny Tete,NED,Fulham,DF,29-205,18,17,"1,438",0,2,3,0,1.2,0.9,33,46,45,0.00,0.13,0.08,0.05,N/a,N/a,N/a,N/a,9.1,0.13,0.00,16.1,645,81.2,10261,91.7,80.0,60.2,7,56,7,5,46,30,1.88,3,0.19,49,34,32,12,20,6,14,28,997,57,320,407,278,32,19,42.1,31.6,520,1210,33,20,7,16,10,575,45,25,14,0,26,61,18,12,60.0
Kepa Arrizabalaga,ESP,Bournemouth,GK,30-211,27,27,"2,430",0,0,3,0,0.1,0.0,0,2,0,0.00,0.00,0.00,0.00,1.26,75.4,25.9,0.0,0.0,0.00,0.00,9.7,636,71.5,17590,98.0,98.2,46.9,1,9,0,0,2,4,0.15,0,0.00,1,0,1,1,1,0,1,0,945,695,918,26,1,1,1,100.0,0.0,534,1529,0,0,0,0,0,413,0,2,5,0,0,48,7,1,87.5
Kevin Danso,AUT,Tottenham,DF,26-225,6,5,482,0,0,0,0,0.4,0.1,10,17,1,0.00,0.00,0.07,0.01,N/a,N/a,N/a,N/a,33.3,0.37,0.00,17.5,342,88.4,6292,90.4,93.2,54.1,2,22,2,1,17,7,1.31,2,0.37,5,4,6,2,6,6,0,2,453,55,241,190,24,7,2,50.0,50.0,320,903,10,4,0,7,1,334,1,6,7,0,1,21,12,8,60.0
Kevin De Bruyne,BEL,Manchester City,"MF,FW",33-308,24,16,"1,455",3,7,2,0,3.4,7.6,47,128,132,0.19,0.43,0.21,0.47,N/a,N/a,N/a,N/a,27.1,0.80,0.06,21.9,756,75.6,12912,85.1,76.7,58.1,51,75,48,10,128,101,6.24,11,0.68,15,8,21,17,8,0,8,7,1153,10,70,391,702,66,30,40.0,46.7,677,1825,47,43,18,24,25,862,132,14,16,5,115,53,4,14,22.2
Kevin Schade,GER,Brentford,FW,23-156,34,22,"1,998",8,2,3,0,6.7,3.4,56,32,144,0.36,0.09,0.30,0.15,N/a,N/a,N/a,N/a,43.5,0.90,0.17,11.9,287,58.9,4447,69.0,60.8,41.5,20,29,9,3,32,49,2.21,9,0.41,34,23,20,8,16,2,14,5,781,37,128,217,451,124,79,35.4,57.0,395,1260,56,26,34,52,34,484,144,19,33,13,36,76,76,63,54.7
Kieran Tierney,SCO,Arsenal,"DF,FW",27-331,10,1,181,0,0,0,0,0.2,0.9,5,12,22,0.00,0.00,0.10,0.43,N/a,N/a,N/a,N/a,0.0,0.00,0.00,2.6,96,82.1,1508,94.5,78.3,54.5,7,7,5,2,12,8,3.98,0,0.00,5,4,5,2,0,0,0,2,133,4,20,46,67,4,3,33.3,33.3,58,125,5,3,1,1,0,90,22,0,2,2,10,3,3,5,37.5
Kieran Trippier,ENG,Newcastle Utd,DF,34-225,23,13,"1,192",0,3,1,0,0.1,1.3,25,106,52,0.00,0.23,0.01,0.10,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.2,942,82.1,16029,94.1,85.4,47.8,19,65,17,2,106,49,3.70,6,0.45,36,19,34,13,9,3,6,11,1267,45,354,550,371,12,7,57.1,42.9,562,1139,25,13,4,11,7,780,52,16,10,2,74,61,19,14,57.6
Kiernan Dewsbury-Hall,ENG,Chelsea,"MF,FW",26-238,12,2,259,0,1,0,0,0.2,1.1,5,14,11,0.00,0.35,0.08,0.37,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.8,127,83.6,1898,91.5,83.9,50.0,3,12,3,0,14,5,1.73,1,0.35,8,5,6,2,2,0,2,1,181,4,28,95,58,6,4,50.0,50.0,93,221,5,1,0,1,3,137,11,4,6,0,2,9,0,1,0.0
Kobbie Mainoo,ENG,Manchester Utd,MF,20-013,21,17,"1,416",0,0,5,0,0.6,1.6,21,56,38,0.00,0.00,0.04,0.10,N/a,N/a,N/a,N/a,15.4,0.13,0.00,20.8,627,86.1,8304,91.9,87.7,71.8,14,45,9,0,56,29,1.84,1,0.06,39,24,34,13,16,2,14,19,924,19,175,523,235,32,46,50.0,45.7,568,1089,21,14,10,30,32,656,38,26,19,2,4,77,18,27,40.0
Konstantinos Mavropanos,GRE,West Ham,DF,27-142,30,20,"1,944",0,0,6,1,1.5,0.5,16,60,2,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,27.8,0.23,0.00,14.8,1010,85.9,19926,91.2,92.3,58.4,5,60,4,1,60,16,0.74,0,0.00,32,22,25,11,23,17,6,38,1428,221,743,631,62,24,17,52.9,29.4,792,2123,16,10,1,12,0,934,2,17,14,3,2,67,56,24,70.0
Kosta Nedeljković,SRB,Aston Villa,DF,19-137,5,0,126,0,0,0,0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,47,88.7,853,95.7,84.0,80.0,0,5,0,0,6,0,0.00,0,0.00,7,5,3,1,1,0,1,0,66,4,15,32,19,0,2,50.0,50.0,27,33,1,0,0,1,0,32,0,0,1,0,1,4,0,1,0.0
Kostas Tsimikas,GRE,Liverpool,DF,28-355,16,7,666,0,1,2,0,0.4,1.8,15,67,38,0.00,0.14,0.05,0.25,N/a,N/a,N/a,N/a,50.0,0.27,0.00,16.1,447,83.7,7676,94.3,88.3,51.2,11,39,9,3,67,23,3.10,2,0.27,27,17,19,6,5,2,3,10,607,24,136,280,195,11,8,50.0,25.0,298,671,15,5,2,4,4,382,38,9,6,1,53,26,5,6,45.5
Kristoffer Ajer,NOR,Brentford,DF,27-015,21,17,"1,395",0,0,5,0,0.8,1.2,27,52,42,0.00,0.00,0.05,0.08,N/a,N/a,N/a,N/a,37.5,0.19,0.00,10.2,483,78.2,7530,86.6,79.7,49.1,8,41,7,4,52,18,1.16,2,0.13,25,17,27,12,17,4,13,12,766,52,257,357,158,35,16,43.8,50.0,377,1171,27,11,2,15,12,478,42,12,6,1,14,42,27,23,54.0
Kyle Walker,ENG,Manchester City,DF,34-339,15,9,970,0,0,3,0,0.1,0.4,12,64,11,0.00,0.00,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.19,0.00,27.7,724,87.7,11928,94.6,91.3,51.2,7,63,7,4,64,17,1.58,0,0.00,17,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,1106,12,13,0,9,2,630,11,6,5,1,14,46,9,7,56.3
Kyle Walker-Peters,ENG,Southampton,DF,28-019,32,32,"2,828",0,2,5,0,0.8,2.7,112,134,139,0.00,0.06,0.03,0.09,N/a,N/a,N/a,N/a,30.0,0.19,0.00,18.3,1450,88.0,21806,93.8,89.7,60.4,23,117,29,4,134,62,1.97,7,0.22,43,28,34,18,25,14,11,18,1970,149,603,854,529,58,90,41.1,43.3,1228,4264,112,69,23,32,38,1391,139,28,49,2,51,130,11,21,34.4
Lamare Bogarde,NED,Aston Villa,"DF,MF",21-117,8,5,476,0,0,2,0,0.0,0.1,12,14,9,0.00,0.00,0.01,0.02,N/a,N/a,N/a,N/a,100.0,0.19,0.00,20.2,240,88.2,3682,92.8,92.2,33.3,2,24,1,0,14,10,1.89,1,0.19,14,6,16,6,5,3,2,1,325,16,95,191,40,4,4,50.0,25.0,173,599,12,6,1,6,8,212,9,8,11,0,0,13,6,6,50.0
Leandro Trossard,BEL,Arsenal,FW,30-149,34,25,"2,264",8,5,4,1,6.6,5.1,71,91,202,0.32,0.20,0.26,0.20,N/a,N/a,N/a,N/a,30.3,0.80,0.12,16.0,616,73.6,10098,84.8,76.0,51.2,36,40,41,9,91,78,3.10,6,0.24,25,16,31,22,28,0,28,9,1118,15,117,350,667,137,70,41.4,44.3,710,1879,71,47,27,53,42,836,202,24,41,5,78,90,6,21,22.2
Leif Davis,ENG,Ipswich Town,DF,25-110,31,30,"2,563",1,2,5,1,0.9,4.3,48,55,117,0.04,0.07,0.03,0.15,N/a,N/a,N/a,N/a,14.3,0.07,0.07,20.4,854,71.5,14708,86.0,77.4,37.3,54,30,26,11,55,85,2.98,4,0.14,45,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,1940,48,27,10,36,14,770,117,25,30,3,148,111,33,22,60.0
Leny Yoro,FRA,Manchester Utd,DF,19-170,19,11,"1,069",0,0,5,0,0.7,0.0,19,48,4,0.00,0.00,0.06,0.00,N/a,N/a,N/a,N/a,20.0,0.08,0.00,8.6,642,92.2,10301,95.5,93.9,65.0,1,43,4,1,48,7,0.59,0,0.00,25,10,17,6,5,3,2,17,814,80,378,377,61,13,3,33.3,66.7,553,1557,19,11,1,3,2,588,4,9,2,1,1,41,16,15,51.6
Leon Bailey,JAM,Aston Villa,"FW,MF",27-266,23,14,"1,138",1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,N/a,N/a,N/a,N/a,21.4,0.47,0.04,17.3,273,70.7,4275,81.4,81.1,47.4,16,16,20,2,35,38,3.01,4,0.32,6,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,1334,57,22,33,35,25,386,121,12,18,3,34,59,6,9,40.0
Lesley Ugochukwu,FRA,Southampton,MF,21-037,23,15,"1,447",1,1,5,0,0.8,1.0,27,48,20,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,11.1,0.06,0.11,18.4,536,84.5,8330,87.5,91.9,57.1,14,50,6,1,48,23,1.43,1,0.06,46,22,32,15,25,9,16,12,793,45,191,446,162,23,26,69.2,26.9,431,1122,27,14,6,12,10,538,20,26,14,0,6,59,18,17,51.4
Levi Colwill,ENG,Chelsea,DF,22-065,31,31,"2,789",1,1,8,0,1.3,1.1,13,124,11,0.03,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.8,0.10,0.06,9.9,2167,89.6,39487,92.7,95.3,57.7,14,144,7,3,124,37,1.19,3,0.10,40,28,25,9,34,24,10,31,2669,330,1241,1310,128,35,10,60.0,40.0,1526,3857,13,11,1,13,8,1964,11,42,18,4,13,108,76,51,59.8
Lewis Cook,ENG,Bournemouth,"MF,DF",28-088,33,29,"2,726",1,3,8,0,0.9,4.1,33,152,48,0.03,0.10,0.03,0.14,N/a,N/a,N/a,N/a,28.6,0.13,0.07,23.4,1131,76.5,19703,84.6,84.8,45.4,47,149,25,10,152,86,2.84,5,0.17,77,41,65,30,28,10,18,40,1776,82,416,930,449,19,17,58.8,41.2,779,2102,33,28,4,29,16,888,48,46,10,3,126,178,40,34,54.1
Lewis Dunk,ENG,Brighton,DF,33-162,24,22,"1,993",0,0,5,0,0.8,0.5,20,142,3,0.00,0.00,0.04,0.02,N/a,N/a,N/a,N/a,25.0,0.14,0.00,12.1,1724,90.9,32037,96.2,95.1,62.5,6,154,6,0,142,19,0.86,3,0.14,17,10,19,8,26,17,9,12,2062,245,966,994,112,21,1,0.0,100.0,1302,3247,20,18,0,8,3,1509,3,7,10,2,5,102,49,30,62.0
Lewis Hall,ENG,Newcastle Utd,DF,20-236,27,24,"2,189",0,4,3,0,0.4,4.3,41,123,80,0.00,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.04,0.00,18.8,1300,81.7,21999,91.3,85.1,51.5,34,114,17,5,123,63,2.59,6,0.25,58,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,2358,41,22,13,33,20,1094,80,9,21,1,110,119,30,31,49.2
Lewis Miley,ENG,Newcastle Utd,MF,19-001,12,1,249,1,0,0,0,0.5,0.0,2,14,7,0.36,0.00,0.20,0.01,N/a,N/a,N/a,N/a,66.7,0.72,0.33,14.6,142,87.7,2084,88.9,96.1,87.5,1,10,4,0,14,3,1.08,0,0.00,11,9,11,5,5,1,4,2,198,5,37,105,57,5,3,33.3,33.3,96,186,2,1,0,5,1,141,7,3,1,0,0,16,5,5,50.0
Liam Delap,ENG,Ipswich Town,FW,22-083,33,30,"2,424",12,2,9,0,9.1,1.9,59,30,104,0.45,0.07,0.34,0.07,N/a,N/a,N/a,N/a,43.5,1.00,0.16,15.9,208,61.0,2873,70.3,63.1,39.1,20,16,6,0,30,60,2.23,7,0.26,10,7,14,12,8,0,8,2,647,29,78,270,320,87,82,46.3,42.7,424,1511,59,45,28,96,55,507,104,65,48,13,5,64,52,67,43.7
Lisandro Martínez,ARG,Manchester Utd,DF,27-104,20,20,"1,751",2,1,7,0,1.3,1.1,23,117,7,0.10,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1200,89.4,20292,94.2,93.0,55.2,9,91,18,2,117,26,1.34,2,0.10,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,23,2,1,3,1069,7,22,7,0,9,81,16,13,55.2
Lloyd Kelly,ENG,Newcastle Utd,DF,26-208,10,4,303,0,1,2,0,0.4,0.5,0,9,5,0.00,0.30,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.00,0.00,7.3,146,80.7,2636,87.7,89.7,41.7,2,6,1,1,9,2,0.59,1,0.30,5,4,1,0,6,4,2,1,215,26,105,94,19,4,3,66.7,33.3,120,202,0,2,0,3,2,129,5,5,5,1,1,19,6,2,75.0
Lucas Bergvall,SWE,Tottenham,MF,19-089,27,11,"1,212",0,1,3,0,0.7,0.6,33,49,31,0.00,0.07,0.05,0.04,N/a,N/a,N/a,N/a,16.7,0.15,0.00,19.9,629,87.4,10567,91.9,89.8,74.6,11,53,7,3,49,22,1.63,4,0.30,39,19,32,15,18,8,10,24,885,36,188,478,232,22,45,46.7,44.4,531,1634,33,21,4,20,19,586,31,20,17,0,21,73,9,8,52.9
Lucas Digne,FRA,Aston Villa,DF,31-286,30,27,"2,241",0,4,4,0,0.8,4.4,23,54,140,0.00,0.16,0.03,0.17,N/a,N/a,N/a,N/a,23.1,0.12,0.00,22.7,924,75.0,14998,88.2,78.6,39.7,35,43,29,18,54,63,2.53,5,0.20,62,36,62,20,23,4,19,25,1473,90,510,449,524,28,19,47.4,47.4,669,1319,23,14,4,17,15,804,140,20,14,7,138,98,34,26,56.7
